question,answer
"I want to open terminal and cat a file (show its content) using c;
i got error from code below:

```
char * com = ""xterm cat /home/user/Desktop/file.c"";
system(com);
```

or even:

```
char * com = ""/usr/bin/xterm /bin/cat /home/user/Desktop/file.c"";
system(com);
```

thanks for any help;
","You could change your command to:

```
xterm -e less file.c
```
"
"I want to open terminal and cat a file (show its content) using c;
i got error from code below:

```
char * com = ""xterm cat /home/user/Desktop/file.c"";
system(com);
```

or even:

```
char * com = ""/usr/bin/xterm /bin/cat /home/user/Desktop/file.c"";
system(com);
```

thanks for any help;
","You could change your command to:

```
xterm -e less file.c
```
"
"i have array of strings.

```
char strings[][30]={""word1"",""word2"",......,""""};
```

Iterated over them but at the end i got messageSegmentation fault (core dumped)

Tried with following code :

```
for(int i=0;strings[i] != """";i++){printing items...}
```

I think the problem is with!= """"but why isn't it working?
","Usestrcmpto compare strings in C.==or!=doesn't work for strings in C.
"
"Is this possible? I need to make a 2d array and each element is supposed to have an int array of size 2.

So if I make a 10x10 array I need each index to have a [x, y] where x and y are ints.
","```
int array[10][10][2];
```

Here you have a 3D array. Where the 2D array : array[..][..] has 2 elements inside it.

Or you can use structure.

```
struct number {
  int x;
  int y;
};
```

then :

```
struct number array[10][10];
```
"
"Does anyone know how to enable the use of OpenMP in Xcode 9.0?

In Xcode 8, I procide as described inthis tutorialbut it doesn't work anymore in Xcode 9.0 ...

The error is :clang-5.0: error: cannot specify -o when generating multiple output files

Thanks in advance for help
","I think the problem is in flag -index-store-path
In build settings > build options set Enable Index-While-Building Functionality to No
"
"I'm new embedded electronics and am learning via online tutorials.  I built and downloaded a code (with the uVision IDE) which made the blue and orange LEDs flash.  I want these LEDs to stop flashing, and I want the MCU to go back to the state it was at before I downloaded the code.  How would I do that?
","How to return:

Write FLASH mass erase functionCopy mass flash erase function to the RAM.Jump to itDo the software reset
"
"I installed the MJPG-Streamer and i want to run this from a C program.
I start the MJPG-Streamer entering the following code in the pi terminal:

```
LD_LIBRARY_PATH=/usr/local/lib mjpg_streamer -i ""input_file.so -f /tmp/stream -n pic.jpg"" -o ""output_http.so -w /usr/local/www""
```

I want to run mjpg streamer from a C program, how do I do this?

Thanks!
","You can usesystem()function inside stdlib header.
"
"This question already has answers here:What happens when I use the wrong format specifier?(2 answers)Closed5 years ago.

i have used the code.

```
char *y;
y=""hello world"";
printf(""%c"",y);
```

it just shows something useless.
What mistake i am making.
","Change :

```
printf(""%c"",y);
```

to :

```
printf(""%s"",y);
```

as%cspecifier indicates achar. To identify a string, you need the specifier%s.
"
"```
#include <stdio.h>

int a = printf(""cs136/n"");

int main(){
  printf(""%d\n"", a);
}
```

Error: (initializer element is not a compile-time constant)
","You can't use printf outside of an function. Move the line ""int a = printf..."" inside main.

You variable ""a"" is an global variable. You can only initialize ""a"" with an constant. For example:

```
int a = 42;

int main()
{
   a = printf(...
```
"
"I saw the following line of codeherein C.

```
int mask = ~0;
```

I have printed the value ofmaskin C and C++. It always prints-1.

So I do have some questions:

Why assigning value~0to themaskvariable?What is the purpose of~0?Can we use-1instead of~0?
","It's a portable way to set all the binary bits in an integer to 1 bits without having to know how many bits are in the integer on the current architecture.
"
"I saw the following line of codeherein C.

```
int mask = ~0;
```

I have printed the value ofmaskin C and C++. It always prints-1.

So I do have some questions:

Why assigning value~0to themaskvariable?What is the purpose of~0?Can we use-1instead of~0?
","It's a portable way to set all the binary bits in an integer to 1 bits without having to know how many bits are in the integer on the current architecture.
"
"Is there a way to get the static address of a function pointed byllvm::Functionobject in a C code using the LLVM IR API?
","Sincellvm::Function*is a subclass ofllvm::Value*you can just treat as anllvm::Value*and LLVM will substitute the correct address.

llvm::Function Documentation
"
"I need to print.5as0.5using theprintfstatement in C language.
It can be done easily using  the following code.

```
printf(""%03f"", myfloatvalue);
```

But the situation ismyfloatvalueis dynamic. So i am not sure whether it is a 3 character number, it could be.5or.56or.567. In the above cases i need to print as0.5,0.56, and0.567.
","%gdoes print the shortest possible representation of a float.

```
printf(""%g"",myfloatvalue);
```
"
"Is there a way to get the static address of a function pointed byllvm::Functionobject in a C code using the LLVM IR API?
","Sincellvm::Function*is a subclass ofllvm::Value*you can just treat as anllvm::Value*and LLVM will substitute the correct address.

llvm::Function Documentation
"
"Is this statement correct in C-language?

```
a && b && c
```

I want to check((a==2) && (b==3) && (c==4)).Is this usage of logicalANDcorrect?
","Yes, the usage is correct. You can AND as many expressions as you want.
"
"Is this statement correct in C-language?

```
a && b && c
```

I want to check((a==2) && (b==3) && (c==4)).Is this usage of logicalANDcorrect?
","Yes, the usage is correct. You can AND as many expressions as you want.
"
"In my driver module data is coming in callback function. 
I want to add data to read callback but not able to find read callback in tty structure
","There is no read callback. The tty core buffers the data received by the tty drivers in a structure called struct tty_flip_buffer. ReadChapter 18of LDD3
"
"I'm new to Linux and C and when trying to run a basic ""Hello World"" script, i kept getting the same two errors. I have confirmed that everything in the program is correct.errors gotten when trying to compile code
","You are running thegcccommand from the home directory (~) when thehello.cfile is in~/Documents.

Either navigate toDocumentsusingcdbefore runninggccor placehello.cin the home directory.
"
"In my driver module data is coming in callback function. 
I want to add data to read callback but not able to find read callback in tty structure
","There is no read callback. The tty core buffers the data received by the tty drivers in a structure called struct tty_flip_buffer. ReadChapter 18of LDD3
"
"I'm new to Linux and C and when trying to run a basic ""Hello World"" script, i kept getting the same two errors. I have confirmed that everything in the program is correct.errors gotten when trying to compile code
","You are running thegcccommand from the home directory (~) when thehello.cfile is in~/Documents.

Either navigate toDocumentsusingcdbefore runninggccor placehello.cin the home directory.
"
"This question already has answers here:hello world in C without semicolons and without IF/WHILE/FOR statements [closed](7 answers)Closed6 years ago.

I want to display hello world message in c without using semicolon. how can I do that?
Is it possible?
","Yes, It is possible.

```
#include<stdio.h>
int main(){
   if(printf(""hello world"")){}
}
```
"
"I am new in the IDE Code::Blocks, and I accidentally inserted this mark in every line of the code (CR LF), and I want to remove, I'm sure to be a pretty simple thing to fix but I found nothing in the Settings. By the way, what does it mean?


","There is a checkbox in Menue

""Settings""""Editor...""General SettingsEditor SettingsEnd of Line options""show end of line chars""
"
"I am new in the IDE Code::Blocks, and I accidentally inserted this mark in every line of the code (CR LF), and I want to remove, I'm sure to be a pretty simple thing to fix but I found nothing in the Settings. By the way, what does it mean?


","There is a checkbox in Menue

""Settings""""Editor...""General SettingsEditor SettingsEnd of Line options""show end of line chars""
"
"I have a NodeJS server running on the same server with a C program. I need to sent a byte array from my NodeJS server to my C program. I have a set_title function in C.

```
set_title(uint16_t *title)
```

Any idea how can I do this ?
","You need some form of interprocess communication to be able to do that.

There are libraries out there which can facilitate that work for you, have a look atnanomsgandzmqwhich both have both C and JS bindings.
"
